country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Saint Vincent and Grenadines,2014,male,35-54 years,0,14629,0.72,"725,185,185",7203,Generation X
Saint Vincent and Grenadines,2014,male,5-14 years,0,9346,0.72,"725,185,185",7203,Generation Z
Saint Vincent and Grenadines,2014,male,55-74 years,0,6680,0.72,"725,185,185",7203,Boomers
Saint Vincent and Grenadines,2015,female,5-14 years,1,9071,0.72,"756,666,667",7496,Generation Z
Saint Vincent and Grenadines,2015,male,15-24 years,1,9783,0.72,"756,666,667",7496,Millenials
Saint Vincent and Grenadines,2015,male,35-54 years,1,14619,0.72,"756,666,667",7496,Generation X
Saint Vincent and Grenadines,2015,female,15-24 years,0,9515,0.72,"756,666,667",7496,Millenials
Saint Vincent and Grenadines,2015,female,25-34 years,0,8622,0.72,"756,666,667",7496,Millenials
Saint Vincent and Grenadines,2015,female,35-54 years,0,13809,0.72,"756,666,667",7496,Generation X
Saint Vincent and Grenadines,2015,female,55-74 years,0,6999,0.72,"756,666,667",7496,Boomers
Saint Vincent and Grenadines,2015,female,75+ years,0,2012,0.72,"756,666,667",7496,Silent
Saint Vincent and Grenadines,2015,male,25-34 years,0,8762,0.72,"756,666,667",7496,Millenials
Saint Vincent and Grenadines,2015,male,5-14 years,0,9266,0.72,"756,666,667",7496,Generation Z
Saint Vincent and Grenadines,2015,male,55-74 years,0,7031,0.72,"756,666,667",7496,Boomers
Saint Vincent and Grenadines,2015,male,75+ years,0,1459,0.72,"756,666,667",7496,Silent
Serbia,2011,male,75+ years,211,215193,0.769,"46,466,728,667",6734,Silent
Serbia,2011,male,55-74 years,316,847315,0.769,"46,466,728,667",6734,Boomers
Serbia,2011,female,75+ years,95,333972,0.769,"46,466,728,667",6734,Silent
Serbia,2011,male,35-54 years,276,982723,0.769,"46,466,728,667",6734,Generation X
Serbia,2011,male,25-34 years,77,501889,0.769,"46,466,728,667",6734,Millenials
Serbia,2011,female,55-74 years,142,970364,0.769,"46,466,728,667",6734,Boomers
Serbia,2011,female,35-54 years,77,1000759,0.769,"46,466,728,667",6734,Generation X
Serbia,2011,male,15-24 years,28,439356,0.769,"46,466,728,667",6734,Millenials
Serbia,2011,female,25-34 years,21,483724,0.769,46466728667,6734,Millenials
Serbia,2011,female,15-24 years,11,416251,0.769,46466728667,6734,Millenials
Serbia,2011,female,5-14 years,1,344544,0.769,46466728667,6734,Generation Z
Serbia,2011,male,5-14 years,1,363937,0.769,46466728667,6734,Generation Z
Serbia,2012,male,75+ years,199,220812,0.768,40742313861,5933,Silent
Serbia,2012,male,55-74 years,342,850478,0.768,40742313861,5933,Boomers
Serbia,2012,male,35-54 years,272,977855,0.768,40742313861,5933,Generation X
Serbia,2012,female,75+ years,85,338375,0.768,40742313861,5933,Silent
Serbia,2012,male,25-34 years,85,496790,0.768,40742313861,5933,Millenials
Serbia,2012,female,55-74 years,128,970977,0.768,40742313861,5933,Boomers
Serbia,2012,male,15-24 years,33,429268,0.768,40742313861,5933,Millenials
Serbia,2012,female,35-54 years,72,993068,0.768,40742313861,5933,Generation X
Serbia,2012,female,25-34 years,17,479177,0.768,40742313861,5933,Millenials
Serbia,2012,female,15-24 years,9,408327,0.768,40742313861,5933,Millenials
Serbia,2012,male,5-14 years,1,359823,0.768,40742313861,5933,Generation Z
Serbia,2012,female,5-14 years,0,342224,0.768,40742313861,5933,Generation Z
Serbia,2013,male,75+ years,185,222998,0.771,45519650911,6662,Silent
Serbia,2013,male,55-74 years,338,849852,0.771,45519650911,6662,Boomers
Serbia,2013,male,35-54 years,275,974469,0.771,45519650911,6662,Generation X
Serbia,2013,female,75+ years,62,345109,0.771,45519650911,6662,Silent
Serbia,2013,male,25-34 years,73,493013,0.771,45519650911,6662,Millenials
Serbia,2013,female,55-74 years,126,972962,0.771,45519650911,6662,Boomers
Serbia,2013,female,35-54 years,82,987642,0.771,45519650911,6662,Generation X
Serbia,2013,male,15-24 years,29,419407,0.771,45519650911,6662,Millenials
Serbia,2013,female,25-34 years,24,474010,0.771,45519650911,6662,Millenials
Serbia,2013,female,15-24 years,2,397223,0.771,45519650911,6662,Millenials
Serbia,2013,male,5-14 years,1,358022,0.771,45519650911,6662,Generation Z
Serbia,2013,female,5-14 years,0,338133,0.771,45519650911,6662,Generation Z
Serbia,2014,male,75+ years,190,226079,0.775,44210806366,6500,Silent
Serbia,2014,male,55-74 years,343,851225,0.775,44210806366,6500,Boomers
Serbia,2014,female,75+ years,86,349278,0.775,44210806366,6500,Silent
Serbia,2014,male,35-54 years,219,971340,0.775,44210806366,6500,Generation X
Serbia,2014,male,25-34 years,73,487583,0.775,44210806366,6500,Millenials
Serbia,2014,female,55-74 years,103,974430,0.775,44210806366,6500,Boomers
Serbia,2014,male,15-24 years,32,409374,0.775,44210806366,6500,Millenials
Serbia,2014,female,35-54 years,63,982170,0.775,44210806366,6500,Generation X
Serbia,2014,female,25-34 years,21,468482,0.775,44210806366,6500,Millenials
Serbia,2014,female,15-24 years,4,387401,0.775,44210806366,6500,Millenials
Serbia,2014,female,5-14 years,0,337165,0.775,44210806366,6500,Generation Z
Serbia,2014,male,5-14 years,0,357283,0.775,44210806366,6500,Generation Z
Serbia,2015,male,75+ years,189,228745,0.78,37160332465,5492,Silent
Serbia,2015,male,55-74 years,286,852168,0.78,37160332465,5492,Boomers
Serbia,2015,male,35-54 years,219,967544,0.78,37160332465,5492,Generation X
Serbia,2015,female,75+ years,77,351830,0.78,37160332465,5492,Silent
Serbia,2015,male,25-34 years,70,480793,0.78,37160332465,5492,Millenials
Serbia,2015,female,55-74 years,98,976577,0.78,37160332465,5492,Boomers
Serbia,2015,male,15-24 years,27,400082,0.78,37160332465,5492,Millenials
Serbia,2015,female,35-54 years,65,975773,0.78,37160332465,5492,Generation X
Serbia,2015,female,25-34 years,21,461733,0.78,37160332465,5492,Millenials
Serbia,2015,female,15-24 years,7,378130,0.78,37160332465,5492,Millenials
Serbia,2015,male,5-14 years,2,356525,0.78,37160332465,5492,Generation Z
Serbia,2015,female,5-14 years,1,336506,0.78,37160332465,5492,Generation Z
Seychelles,2011,male,35-54 years,3,13471,0.741,1065826670,13204,Generation X
Seychelles,2011,male,25-34 years,1,6615,0.741,1065826670,13204,Millenials
Seychelles,2011,male,15-24 years,1,7169,0.741,1065826670,13204,Millenials
Seychelles,2011,female,15-24 years,0,6495,0.741,1065826670,13204,Millenials
Seychelles,2011,female,25-34 years,0,7108,0.741,1065826670,13204,Millenials
Seychelles,2011,female,35-54 years,0,13459,0.741,1065826670,13204,Generation X
Seychelles,2011,female,5-14 years,0,6341,0.741,1065826670,13204,Generation Z
Seychelles,2011,female,55-74 years,0,5544,0.741,1065826670,13204,Boomers
Seychelles,2011,female,75+ years,0,1993,0.741,1065826670,13204,Silent
Seychelles,2011,male,5-14 years,0,6540,0.741,1065826670,13204,Generation Z
Seychelles,2011,male,55-74 years,0,5026,0.741,1065826670,13204,Boomers
Seychelles,2011,male,75+ years,0,956,0.741,1065826670,13204,Silent
Seychelles,2012,male,55-74 years,1,5437,0.77,1059498884,13044,Boomers
Seychelles,2012,male,35-54 years,2,13234,0.77,1059498884,13044,Generation X
Seychelles,2012,female,15-24 years,0,6357,0.77,1059498884,13044,Millenials
Seychelles,2012,female,25-34 years,0,7211,0.77,1059498884,13044,Millenials
Seychelles,2012,female,35-54 years,0,13691,0.77,1059498884,13044,Generation X
Seychelles,2012,female,5-14 years,0,6244,0.77,1059498884,13044,Generation Z
Seychelles,2012,female,55-74 years,0,5936,0.77,1059498884,13044,Boomers
Seychelles,2012,female,75+ years,0,2014,0.77,1059498884,13044,Silent
Seychelles,2012,male,15-24 years,0,7038,0.77,1059498884,13044,Millenials
Seychelles,2012,male,25-34 years,0,6724,0.77,1059498884,13044,Millenials
Seychelles,2012,male,5-14 years,0,6366,0.77,1059498884,13044,Generation Z
Seychelles,2012,male,75+ years,0,972,0.77,1059498884,13044,Silent
Seychelles,2013,male,55-74 years,4,5827,0.779,1328091524,16090,Boomers
Seychelles,2013,male,25-34 years,3,7360,0.779,1328091524,16090,Millenials
Seychelles,2013,male,15-24 years,1,6804,0.779,1328091524,16090,Millenials
Seychelles,2013,male,35-54 years,1,13718,0.779,1328091524,16090,Generation X
Seychelles,2013,female,15-24 years,0,6031,0.779,1328091524,16090,Millenials
Seychelles,2013,female,25-34 years,0,7154,0.779,1328091524,16090,Millenials
Seychelles,2013,female,35-54 years,0,14010,0.779,1328091524,16090,Generation X
Seychelles,2013,female,5-14 years,0,6167,0.779,1328091524,16090,Generation Z
Seychelles,2013,female,55-74 years,0,6147,0.779,1328091524,16090,Boomers
Seychelles,2013,female,75+ years,0,2074,0.779,1328091524,16090,Silent
Seychelles,2013,male,5-14 years,0,6310,0.779,1328091524,16090,Generation Z
Seychelles,2013,male,75+ years,0,939,0.779,1328091524,16090,Silent
Seychelles,2014,male,15-24 years,1,6391,0.786,1342997306,16018,Millenials
Seychelles,2014,female,25-34 years,1,7345,0.786,1342997306,16018,Millenials
Seychelles,2014,male,35-54 years,1,14001,0.786,1342997306,16018,Generation X
Seychelles,2014,female,35-54 years,1,14431,0.786,1342997306,16018,Generation X
Seychelles,2014,female,15-24 years,0,5813,0.786,1342997306,16018,Millenials
Seychelles,2014,female,5-14 years,0,6229,0.786,1342997306,16018,Generation Z
Seychelles,2014,female,55-74 years,0,6507,0.786,1342997306,16018,Boomers
Seychelles,2014,female,75+ years,0,2096,0.786,1342997306,16018,Silent
Seychelles,2014,male,25-34 years,0,7704,0.786,1342997306,16018,Millenials
Seychelles,2014,male,5-14 years,0,6123,0.786,1342997306,16018,Generation Z
Seychelles,2014,male,55-74 years,0,6245,0.786,1342997306,16018,Boomers
Seychelles,2014,male,75+ years,0,960,0.786,1342997306,16018,Silent
Seychelles,2015,male,35-54 years,3,14210,0.791,1375604279,16005,Generation X
Seychelles,2015,female,15-24 years,1,5957,0.791,1375604279,16005,Millenials
Seychelles,2015,male,15-24 years,1,6393,0.791,1375604279,16005,Millenials
Seychelles,2015,male,55-74 years,1,6903,0.791,1375604279,16005,Boomers
Seychelles,2015,male,25-34 years,1,7565,0.791,1375604279,16005,Millenials
Seychelles,2015,female,25-34 years,0,7204,0.791,1375604279,16005,Millenials
Seychelles,2015,female,35-54 years,0,14823,0.791,1375604279,16005,Generation X
Seychelles,2015,female,5-14 years,0,6271,0.791,1375604279,16005,Generation Z
Seychelles,2015,female,55-74 years,0,7198,0.791,1375604279,16005,Boomers
Seychelles,2015,female,75+ years,0,2025,0.791,1375604279,16005,Silent
Seychelles,2015,male,5-14 years,0,6324,0.791,1375604279,16005,Generation Z
Seychelles,2015,male,75+ years,0,1076,0.791,1375604279,16005,Silent
Singapore,2011,male,75+ years,18,55900,0.914,2.75967E+11,76638,Silent
Singapore,2011,male,55-74 years,68,333700,0.914,2.75967E+11,76638,Boomers
Singapore,2011,female,75+ years,12,84300,0.914,2.75967E+11,76638,Silent
Singapore,2011,male,35-54 years,81,623200,0.914,2.75967E+11,76638,Generation X
Singapore,2011,female,55-74 years,42,347600,0.914,2.75967E+11,76638,Boomers
Singapore,2011,male,25-34 years,18,269000,0.914,2.75967E+11,76638,Millenials
Singapore,2011,female,35-54 years,35,631700,0.914,2.75967E+11,76638,Generation X
Singapore,2011,female,15-24 years,14,255000,0.914,2.75967E+11,76638,Millenials
Singapore,2011,male,15-24 years,12,260800,0.914,2.75967E+11,76638,Millenials
Singapore,2011,female,25-34 years,8,291100,0.914,2.75967E+11,76638,Millenials
Singapore,2011,female,5-14 years,0,219200,0.914,2.75967E+11,76638,Generation Z
Singapore,2011,male,5-14 years,0,229400,0.914,2.75967E+11,76638,Generation Z
Singapore,2012,male,75+ years,21,58300,0.92,2.90674E+11,80040,Silent
Singapore,2012,male,55-74 years,91,352500,0.92,2.90674E+11,80040,Boomers
Singapore,2012,female,75+ years,15,87100,0.92,2.90674E+11,80040,Silent
Singapore,2012,male,35-54 years,89,621200,0.92,2.90674E+11,80040,Generation X
Singapore,2012,female,35-54 years,66,632900,0.92,2.90674E+11,80040,Generation X
Singapore,2012,female,55-74 years,35,366600,0.92,2.90674E+11,80040,Boomers
Singapore,2012,male,25-34 years,22,263800,0.92,2.90674E+11,80040,Millenials
Singapore,2012,male,15-24 years,19,264800,0.92,2.90674E+11,80040,Millenials
Singapore,2012,female,15-24 years,17,258600,0.92,2.90674E+11,80040,Millenials
Singapore,2012,female,25-34 years,15,286200,0.92,2.90674E+11,80040,Millenials
Singapore,2012,female,5-14 years,1,214900,0.92,2.90674E+11,80040,Generation Z
Singapore,2012,male,5-14 years,1,224700,0.92,2.90674E+11,80040,Generation Z
Singapore,2013,male,75+ years,25,61658,0.923,3.04454E+11,83151,Silent
Singapore,2013,male,55-74 years,84,370242,0.923,3.04454E+11,83151,Boomers
Singapore,2013,female,75+ years,14,91216,0.923,3.04454E+11,83151,Silent
Singapore,2013,male,35-54 years,77,616200,0.923,3.04454E+11,83151,Generation X
Singapore,2013,male,15-24 years,30,264023,0.923,3.04454E+11,83151,Millenials
Singapore,2013,male,25-34 years,29,265275,0.923,3.04454E+11,83151,Millenials
Singapore,2013,female,55-74 years,30,384544,0.923,3.04454E+11,83151,Boomers
Singapore,2013,female,35-54 years,40,631208,0.923,3.04454E+11,83151,Generation X
Singapore,2013,female,15-24 years,15,257932,0.923,3.04454E+11,83151,Millenials
Singapore,2013,female,25-34 years,13,287210,0.923,3.04454E+11,83151,Millenials
Singapore,2013,female,5-14 years,0,211362,0.923,3.04454E+11,83151,Generation Z
Singapore,2013,male,5-14 years,0,220586,0.923,3.04454E+11,83151,Generation Z
Singapore,2014,male,75+ years,29,66198,0.928,3.11539E+11,84442,Silent
Singapore,2014,male,55-74 years,97,387256,0.928,3.11539E+11,84442,Boomers
Singapore,2014,male,35-54 years,73,611207,0.928,3.11539E+11,84442,Generation X
Singapore,2014,male,25-34 years,30,268258,0.928,3.11539E+11,84442,Millenials
Singapore,2014,female,75+ years,10,97390,0.928,3.11539E+11,84442,Silent
Singapore,2014,female,55-74 years,34,400651,0.928,3.11539E+11,84442,Boomers
Singapore,2014,male,15-24 years,20,259416,0.928,3.11539E+11,84442,Millenials
Singapore,2014,female,35-54 years,46,630881,0.928,3.11539E+11,84442,Generation X
Singapore,2014,female,25-34 years,9,289688,0.928,3.11539E+11,84442,Millenials
Singapore,2014,female,15-24 years,5,251839,0.928,3.11539E+11,84442,Millenials
Singapore,2014,female,5-14 years,1,209039,0.928,3.11539E+11,84442,Generation Z
Singapore,2014,male,5-14 years,1,217547,0.928,3.11539E+11,84442,Generation Z
Singapore,2015,male,75+ years,15,71060,0.929,3.04098E+11,81766,Silent
Singapore,2015,male,55-74 years,73,403996,0.929,3.04098E+11,81766,Boomers
Singapore,2015,male,35-54 years,79,606327,0.929,3.04098E+11,81766,Generation X
Singapore,2015,female,75+ years,13,103599,0.929,3.04098E+11,81766,Silent
Singapore,2015,male,25-34 years,30,270351,0.929,3.04098E+11,81766,Millenials
Singapore,2015,male,15-24 years,19,257780,0.929,3.04098E+11,81766,Millenials
Singapore,2015,female,55-74 years,28,416616,0.929,3.04098E+11,81766,Boomers
Singapore,2015,female,25-34 years,18,291298,0.929,3.04098E+11,81766,Millenials
Singapore,2015,female,15-24 years,15,249249,0.929,3.04098E+11,81766,Millenials
Singapore,2015,female,35-54 years,36,629999,0.929,3.04098E+11,81766,Generation X
Singapore,2015,male,5-14 years,2,213262,0.929,3.04098E+11,81766,Generation Z
Singapore,2015,female,5-14 years,1,205578,0.929,3.04098E+11,81766,Generation Z
Slovakia,2012,male,75+ years,33,96276,0.842,93413992956,18256,Silent
Slovakia,2012,male,55-74 years,144,507498,0.842,93413992956,18256,Boomers
Slovakia,2012,male,35-54 years,205,782988,0.842,93413992956,18256,Generation X
Slovakia,2012,male,25-34 years,74,454459,0.842,93413992956,18256,Millenials
Slovakia,2012,male,15-24 years,41,365970,0.842,93413992956,18256,Millenials
Slovakia,2012,female,55-74 years,31,617279,0.842,93413992956,18256,Boomers
Slovakia,2012,female,35-54 years,30,771132,0.842,93413992956,18256,Generation X
Slovakia,2012,female,75+ years,3,197258,0.842,93413992956,18256,Silent
Slovakia,2012,female,25-34 years,5,432608,0.842,93413992956,18256,Millenials
Slovakia,2012,female,15-24 years,3,350538,0.842,93413992956,18256,Millenials
Slovakia,2012,male,5-14 years,2,277738,0.842,93413992956,18256,Generation Z
Slovakia,2012,female,5-14 years,0,263178,0.842,93413992956,18256,Generation Z
Slovakia,2013,male,75+ years,39,97542,0.844,98478349315,19226,Silent
Slovakia,2013,male,55-74 years,170,522244,0.844,98478349315,19226,Boomers
Slovakia,2013,male,35-54 years,206,789882,0.844,98478349315,19226,Generation X
Slovakia,2013,male,25-34 years,78,447049,0.844,98478349315,19226,Millenials
Slovakia,2013,male,15-24 years,39,354722,0.844,98478349315,19226,Millenials
Slovakia,2013,female,55-74 years,27,631225,0.844,98478349315,19226,Boomers
Slovakia,2013,female,35-54 years,32,775058,0.844,98478349315,19226,Generation X
Slovakia,2013,female,75+ years,7,199984,0.844,98478349315,19226,Silent
Slovakia,2013,female,15-24 years,10,339096,0.844,98478349315,19226,Millenials
Slovakia,2013,female,25-34 years,7,426184,0.844,98478349315,19226,Millenials
Slovakia,2013,male,5-14 years,1,276853,0.844,98478349315,19226,Generation Z
Slovakia,2013,female,5-14 years,0,262370,0.844,98478349315,19226,Generation Z
Slovakia,2014,male,75+ years,41,99184,0.845,1.00948E+11,19679,Silent
Slovakia,2014,male,55-74 years,163,535001,0.845,1.00948E+11,19679,Boomers
Slovakia,2014,male,35-54 years,177,797994,0.845,1.00948E+11,19679,Generation X
Slovakia,2014,male,25-34 years,60,439688,0.845,1.00948E+11,19679,Millenials
Slovakia,2014,male,15-24 years,30,342989,0.845,1.00948E+11,19679,Millenials
Slovakia,2014,female,55-74 years,34,642640,0.845,1.00948E+11,19679,Boomers
Slovakia,2014,female,75+ years,7,203433,0.845,1.00948E+11,19679,Silent
Slovakia,2014,female,25-34 years,13,419408,0.845,1.00948E+11,19679,Millenials
Slovakia,2014,female,35-54 years,24,780755,0.845,1.00948E+11,19679,Generation X
Slovakia,2014,female,15-24 years,5,327505,0.845,1.00948E+11,19679,Millenials
Slovakia,2014,female,5-14 years,0,263111,0.845,1.00948E+11,19679,Generation Z
Slovakia,2014,male,5-14 years,0,277978,0.845,1.00948E+11,19679,Generation Z
